Year,Country,Parameter,Total
2012,Northern Europe,EFConsPerCap,5.310546662359768
2013,Northern Europe,BiocapPerCap,3.544679676206389
2013,Northern Europe,EFConsPerCap,5.364420731680878
2014,Northern Europe,BiocapPerCap,3.6205845352413575
2014,Northern Europe,EFConsPerCap,5.318145601136322
2015,Northern Europe,BiocapPerCap,3.6418248726467386
2015,Northern Europe,EFConsPerCap,5.261659921771424
2016,Northern Europe,BiocapPerCap,3.5236230086423714
2016,Northern Europe,EFConsPerCap,5.102910868233775
1961,Oceania,BiocapPerCap,23.842982855400905
1961,Oceania,EFConsPerCap,5.834256376087134
1962,Oceania,BiocapPerCap,23.486535051317574
1962,Oceania,EFConsPerCap,5.736729507830908
1963,Oceania,BiocapPerCap,23.107115657088446
1963,Oceania,EFConsPerCap,6.055158306354928
1964,Oceania,BiocapPerCap,22.693675285254827
1964,Oceania,EFConsPerCap,6.060117881761933
1965,Oceania,BiocapPerCap,21.96686671169402
1965,Oceania,EFConsPerCap,6.048139309151567
1966,Oceania,BiocapPerCap,21.966144145507513
1966,Oceania,EFConsPerCap,6.526809201035341
1967,Oceania,BiocapPerCap,20.975175791826086
1967,Oceania,EFConsPerCap,6.033300311487603
1968,Oceania,BiocapPerCap,21.040206832336267
1968,Oceania,EFConsPerCap,6.76638911989159
1969,Oceania,BiocapPerCap,20.257250002922305
1969,Oceania,EFConsPerCap,6.556250424748924
1970,Oceania,BiocapPerCap,19.80598180409887
1970,Oceania,EFConsPerCap,6.336103696779803
1971,Oceania,BiocapPerCap,19.515370440147244
1971,Oceania,EFConsPerCap,6.400651175117261
1972,Oceania,BiocapPerCap,19.023344129112555
1972,Oceania,EFConsPerCap,5.995527322846898
1973,Oceania,BiocapPerCap,19.02663544815023
1973,Oceania,EFConsPerCap,6.7038724328151025
1974,Oceania,BiocapPerCap,18.707804639752766
1974,Oceania,EFConsPerCap,7.747478876188456
1975,Oceania,BiocapPerCap,18.566899124473213
1975,Oceania,EFConsPerCap,7.777951176676368
1976,Oceania,BiocapPerCap,18.235109319127304
1976,Oceania,EFConsPerCap,7.103917446763396
1977,Oceania,BiocapPerCap,17.778522658875133
1977,Oceania,EFConsPerCap,6.479419732205659
1978,Oceania,BiocapPerCap,18.08921363016742
1978,Oceania,EFConsPerCap,6.936235327339084
1979,Oceania,BiocapPerCap,17.896646949990433
1979,Oceania,EFConsPerCap,6.5957482166333925
1980,Oceania,BiocapPerCap,17.275433529634398
1980,Oceania,EFConsPerCap,6.175353077057875
1981,Oceania,BiocapPerCap,17.493599146793393
1981,Oceania,EFConsPerCap,6.528288671758503
1982,Oceania,BiocapPerCap,16.539326422766102
1982,Oceania,EFConsPerCap,6.005124019917973
1983,Oceania,BiocapPerCap,16.985494268679904
1983,Oceania,EFConsPerCap,6.3790932903165976
1984,Oceania,BiocapPerCap,16.58997130211511
1984,Oceania,EFConsPerCap,6.235597454621263
1985,Oceania,BiocapPerCap,16.138542668085606
1985,Oceania,EFConsPerCap,5.8157327936036625
1986,Oceania,BiocapPerCap,15.78158815636658
1986,Oceania,EFConsPerCap,5.580404455018481
1987,Oceania,BiocapPerCap,15.338961487534089
1987,Oceania,EFConsPerCap,5.1646952484084325
1988,Oceania,BiocapPerCap,15.132588112999963
1988,Oceania,EFConsPerCap,5.556385242389081
1989,Oceania,BiocapPerCap,14.81156739061383
1989,Oceania,EFConsPerCap,6.0468644095566795
1990,Oceania,BiocapPerCap,14.562472353925283
1990,Oceania,EFConsPerCap,6.268894704292568
1991,Oceania,BiocapPerCap,14.254351581343231
1991,Oceania,EFConsPerCap,5.808431056531175
1992,Oceania,BiocapPerCap,14.454472423279116
1992,Oceania,EFConsPerCap,5.623750376619041
1993,Oceania,BiocapPerCap,14.262480230002186
1993,Oceania,EFConsPerCap,5.7316754644430725
1994,Oceania,BiocapPerCap,13.671259831407275
1994,Oceania,EFConsPerCap,5.126832672457146
1995,Oceania,BiocapPerCap,13.964219909152586
1995,Oceania,EFConsPerCap,6.062471399584143
1996,Oceania,BiocapPerCap,14.186523827259192
1996,Oceania,EFConsPerCap,5.94094277070974
1997,Oceania,BiocapPerCap,13.762634253062592
1997,Oceania,EFConsPerCap,5.647599068369644
1998,Oceania,BiocapPerCap,13.779534763593233
1998,Oceania,EFConsPerCap,6.250441731639326
1999,Oceania,BiocapPerCap,13.622794733556
1999,Oceania,EFConsPerCap,6.204232528015928
2000,Oceania,BiocapPerCap,13.387898343677294
2000,Oceania,EFConsPerCap,6.089153652331526
2001,Oceania,BiocapPerCap,13.197263353463635
2001,Oceania,EFConsPerCap,6.0928898620813134
2002,Oceania,BiocapPerCap,12.967112175551454
2002,Oceania,EFConsPerCap,6.4530895945060704
2003,Oceania,BiocapPerCap,11.81894840144696
2003,Oceania,EFConsPerCap,6.360854397534236
2004,Oceania,BiocapPerCap,12.479358659125127
2004,Oceania,EFConsPerCap,6.818817119536969
2005,Oceania,BiocapPerCap,12.061322112296134
2005,Oceania,EFConsPerCap,6.870506178694519
2006,Oceania,BiocapPerCap,11.909435241317745
2006,Oceania,EFConsPerCap,6.897741107495588
2007,Oceania,BiocapPerCap,10.792045092669733
2007,Oceania,EFConsPerCap,6.616615893830337
2008,Oceania,BiocapPerCap,10.812110574908118
2008,Oceania,EFConsPerCap,6.7070308510693595
2009,Oceania,BiocapPerCap,10.814442712638604
2009,Oceania,EFConsPerCap,6.281366070616596
2010,Oceania,BiocapPerCap,10.566125624135124
2010,Oceania,EFConsPerCap,6.275258676344078
2011,Oceania,BiocapPerCap,10.6454423198658
2011,Oceania,EFConsPerCap,6.612827347366173
2012,Oceania,BiocapPerCap,10.583222549749292
2012,Oceania,EFConsPerCap,6.057348184405469
2013,Oceania,BiocapPerCap,10.112662555738037
2013,Oceania,EFConsPerCap,5.634461994980319
2014,Oceania,BiocapPerCap,10.113959355985019
2014,Oceania,EFConsPerCap,5.3371526309960124
2015,Oceania,BiocapPerCap,9.539258090072632
2015,Oceania,EFConsPerCap,5.0852549984236886
2016,Oceania,BiocapPerCap,9.417301350570314
2016,Oceania,EFConsPerCap,5.217067013026061
1961,South America,BiocapPerCap,18.56434810350802
1961,South America,EFConsPerCap,2.5768519899018965
1962,South America,BiocapPerCap,18.066958969149045
1962,South America,EFConsPerCap,2.526507639405012
1963,South America,BiocapPerCap,17.5692806122548
1963,South America,EFConsPerCap,2.461858028127349
1964,South America,BiocapPerCap,17.094633873796113
1964,South America,EFConsPerCap,2.4763885747048358
1965,South America,BiocapPerCap,16.63964478981977
1965,South America,EFConsPerCap,2.4762997472414163
1966,South America,BiocapPerCap,16.215590285525927
1966,South America,EFConsPerCap,2.4898939194114353
1967,South America,BiocapPerCap,15.813895151454034
1967,South America,EFConsPerCap,2.5540216904822715
1968,South America,BiocapPerCap,15.349022020529134
1968,South America,EFConsPerCap,2.539653987586457
1969,South America,BiocapPerCap,14.96163365225551
1969,South America,EFConsPerCap,2.505477912768768
1970,South America,BiocapPerCap,14.598188397738225
1970,South America,EFConsPerCap,2.567081979347627
1971,South America,BiocapPerCap,14.260565030587607
1971,South America,EFConsPerCap,2.6557087984276824
1972,South America,BiocapPerCap,13.904885239569289
1972,South America,EFConsPerCap,2.6427561333167184
1973,South America,BiocapPerCap,13.585932420034025
1973,South America,EFConsPerCap,2.699729240067131
1974,South America,BiocapPerCap,13.302668609194043
1974,South America,EFConsPerCap,2.8792726129818575
1975,South America,BiocapPerCap,12.978428392443345
1975,South America,EFConsPerCap,2.82955430319276
1976,South America,BiocapPerCap,12.691234134126482
1976,South America,EFConsPerCap,2.863377857127096
1977,South America,BiocapPerCap,12.412123147045245
1977,South America,EFConsPerCap,2.8893465890313865
1978,South America,BiocapPerCap,12.124921917037716
1978,South America,EFConsPerCap,2.9366514453875565
1979,South America,BiocapPerCap,11.842908528644747
1979,South America,EFConsPerCap,2.9842405111029464
1980,South America,BiocapPerCap,11.91171309487809
1980,South America,EFConsPerCap,3.011253865939538
1981,South America,BiocapPerCap,11.69918939902965
1981,South America,EFConsPerCap,2.88405355121095
1982,South America,BiocapPerCap,11.502637335077601
1982,South America,EFConsPerCap,2.8584977676953938
1983,South America,BiocapPerCap,11.243415609579868
1983,South America,EFConsPerCap,2.6869877863016867
1984,South America,BiocapPerCap,11.059440802000244
1984,South America,EFConsPerCap,2.7439521285239694
1985,South America,BiocapPerCap,10.834144418426806
1985,South America,EFConsPerCap,2.6804756210885117
1986,South America,BiocapPerCap,10.659911447036194
1986,South America,EFConsPerCap,2.8009130379878022
1987,South America,BiocapPerCap,10.488570757387356
1987,South America,EFConsPerCap,2.8021346442503416
1988,South America,BiocapPerCap,10.323119310455843
1988,South America,EFConsPerCap,2.7807257278669484
1989,South America,BiocapPerCap,10.125216294569768
1989,South America,EFConsPerCap,2.784828195403874
1990,South America,BiocapPerCap,9.916408685338377
1990,South America,EFConsPerCap,2.698121079421758
1991,South America,BiocapPerCap,9.715566774746934
1991,South America,EFConsPerCap,2.746917004777833
1992,South America,BiocapPerCap,9.656504687888704
1992,South America,EFConsPerCap,2.7990041232118377
1993,South America,BiocapPerCap,9.47219443746658
1993,South America,EFConsPerCap,2.7950425817100384
1994,South America,BiocapPerCap,9.315657524522702
1994,South America,EFConsPerCap,2.8507416246156656
1995,South America,BiocapPerCap,9.17220122023224
1995,South America,EFConsPerCap,2.939130507255386
1996,South America,BiocapPerCap,8.995077176744342
1996,South America,EFConsPerCap,2.9393021101847885
1997,South America,BiocapPerCap,8.883751669483244
1997,South America,EFConsPerCap,2.8910185654581158
1998,South America,BiocapPerCap,8.770543978379367
1998,South America,EFConsPerCap,2.862157214693961
1999,South America,BiocapPerCap,8.643283914452674
1999,South America,EFConsPerCap,2.7914790241418355
2000,South America,BiocapPerCap,8.511676406686718
2000,South America,EFConsPerCap,2.834204494148484
2001,South America,BiocapPerCap,8.398861133915991
2001,South America,EFConsPerCap,2.749660987700929
2002,South America,BiocapPerCap,8.293212422735996
2002,South America,EFConsPerCap,2.7394069716054537
2003,South America,BiocapPerCap,8.205706356032392
2003,South America,EFConsPerCap,2.762988855807232
2004,South America,BiocapPerCap,8.094917166465166
2004,South America,EFConsPerCap,2.7126444006296317
2005,South America,BiocapPerCap,7.948158996056587
2005,South America,EFConsPerCap,2.6227858169285567
2006,South America,BiocapPerCap,7.853353243328044
2006,South America,EFConsPerCap,2.643254253183316
2007,South America,BiocapPerCap,7.805313945949331
2007,South America,EFConsPerCap,2.728044596394204
2008,South America,BiocapPerCap,7.762781875211865
2008,South America,EFConsPerCap,2.9070387784097984
2009,South America,BiocapPerCap,7.537215713955506
2009,South America,EFConsPerCap,2.723955270673841
2010,South America,BiocapPerCap,7.538745714547787
2010,South America,EFConsPerCap,2.914878258666324
2011,South America,BiocapPerCap,7.496500112788286
2011,South America,EFConsPerCap,2.9983719298738887
2012,South America,BiocapPerCap,7.357615558010794
2012,South America,EFConsPerCap,2.9510035453604715
2013,South America,BiocapPerCap,7.346782054483143
2013,South America,EFConsPerCap,2.9913669699442296
2014,South America,BiocapPerCap,7.2756647141943445
2014,South America,EFConsPerCap,2.9880856430878446
2015,South America,BiocapPerCap,7.239557049926792
2015,South America,EFConsPerCap,2.8692090807394
2016,South America,BiocapPerCap,7.10724321470134
2016,South America,EFConsPerCap,2.743444373308797
1961,South-Eastern Asia,BiocapPerCap,2.2805520483816744
1961,South-Eastern Asia,EFConsPerCap,1.1048821148357555
1962,South-Eastern Asia,BiocapPerCap,2.2412246059784753
1962,South-Eastern Asia,EFConsPerCap,1.1026538924300673
1963,South-Eastern Asia,BiocapPerCap,2.1596365865356644
1963,South-Eastern Asia,EFConsPerCap,1.0379281505063285
1964,South-Eastern Asia,BiocapPerCap,2.1077240359285025
1964,South-Eastern Asia,EFConsPerCap,1.056010412992064
1965,South-Eastern Asia,BiocapPerCap,2.053265473365569
1965,South-Eastern Asia,EFConsPerCap,1.0441996908407816
1966,South-Eastern Asia,BiocapPerCap,2.0155898805090158
1966,South-Eastern Asia,EFConsPerCap,1.0548634911845112
1967,South-Eastern Asia,BiocapPerCap,1.944584982235405
1967,South-Eastern Asia,EFConsPerCap,1.045833375096625
1968,South-Eastern Asia,BiocapPerCap,1.9184783422732088
1968,South-Eastern Asia,EFConsPerCap,1.071007285225012
1969,South-Eastern Asia,BiocapPerCap,1.8717830115681189
1969,South-Eastern Asia,EFConsPerCap,1.0548944736544044
1970,South-Eastern Asia,BiocapPerCap,1.8411381164623923
1970,South-Eastern Asia,EFConsPerCap,1.0659752082229437
1971,South-Eastern Asia,BiocapPerCap,1.8079197019011592
1971,South-Eastern Asia,EFConsPerCap,1.0579457046131793
1972,South-Eastern Asia,BiocapPerCap,1.7475401513245623
1972,South-Eastern Asia,EFConsPerCap,1.0433324650759492
1973,South-Eastern Asia,BiocapPerCap,1.7230224320924077
1973,South-Eastern Asia,EFConsPerCap,1.0825461087929824
1974,South-Eastern Asia,BiocapPerCap,1.6795549664333649
1974,South-Eastern Asia,EFConsPerCap,1.0565179892779506
1975,South-Eastern Asia,BiocapPerCap,1.6337594865565117
1975,South-Eastern Asia,EFConsPerCap,1.0165394542629105
1976,South-Eastern Asia,BiocapPerCap,1.6269387977801817
1976,South-Eastern Asia,EFConsPerCap,1.0363359636590659
1977,South-Eastern Asia,BiocapPerCap,1.5775777823592578
1977,South-Eastern Asia,EFConsPerCap,1.0359354624797008
1978,South-Eastern Asia,BiocapPerCap,1.5809168637301292
1978,South-Eastern Asia,EFConsPerCap,1.0736266726120507
1979,South-Eastern Asia,BiocapPerCap,1.5462954440356989
1979,South-Eastern Asia,EFConsPerCap,1.086449861338889
1980,South-Eastern Asia,BiocapPerCap,1.521638552210441
1980,South-Eastern Asia,EFConsPerCap,1.0903825510190792
1981,South-Eastern Asia,BiocapPerCap,1.5034805413526058
1981,South-Eastern Asia,EFConsPerCap,1.1009704045900377
1982,South-Eastern Asia,BiocapPerCap,1.4825955900396448
1982,South-Eastern Asia,EFConsPerCap,1.0998832954413569
1983,South-Eastern Asia,BiocapPerCap,1.4493036495449727
1983,South-Eastern Asia,EFConsPerCap,1.1154238403095649
1984,South-Eastern Asia,BiocapPerCap,1.4382906770210755
1984,South-Eastern Asia,EFConsPerCap,1.1029227579618317
1985,South-Eastern Asia,BiocapPerCap,1.4207530642164186
1985,South-Eastern Asia,EFConsPerCap,1.0758628410628297
1986,South-Eastern Asia,BiocapPerCap,1.4019645407706507
1986,South-Eastern Asia,EFConsPerCap,1.0865436736551202
1987,South-Eastern Asia,BiocapPerCap,1.3737422428178
1987,South-Eastern Asia,EFConsPerCap,1.1038597346023324
1988,South-Eastern Asia,BiocapPerCap,1.349471546559807
1988,South-Eastern Asia,EFConsPerCap,1.1303697769441703
1989,South-Eastern Asia,BiocapPerCap,1.3436604560638294
1989,South-Eastern Asia,EFConsPerCap,1.1506176289433745
1990,South-Eastern Asia,BiocapPerCap,1.3376026987698195
1990,South-Eastern Asia,EFConsPerCap,1.2182928619926645
1991,South-Eastern Asia,BiocapPerCap,1.3023401724492791
1991,South-Eastern Asia,EFConsPerCap,1.2424381601810186
1992,South-Eastern Asia,BiocapPerCap,1.3115345353843784
1992,South-Eastern Asia,EFConsPerCap,1.2924948198278237
1993,South-Eastern Asia,BiocapPerCap,1.2904540537198188
1993,South-Eastern Asia,EFConsPerCap,1.3186690616495846
1994,South-Eastern Asia,BiocapPerCap,1.2765916605392833
1994,South-Eastern Asia,EFConsPerCap,1.3736174668493035
1995,South-Eastern Asia,BiocapPerCap,1.262892806758043
1995,South-Eastern Asia,EFConsPerCap,1.4337273180561336
1996,South-Eastern Asia,BiocapPerCap,1.2623674043516735
1996,South-Eastern Asia,EFConsPerCap,1.480088231861558
1997,South-Eastern Asia,BiocapPerCap,1.2413083309540272
1997,South-Eastern Asia,EFConsPerCap,1.4761918590015024
1998,South-Eastern Asia,BiocapPerCap,1.2298588878668746
1998,South-Eastern Asia,EFConsPerCap,1.3814393499266944
1999,South-Eastern Asia,BiocapPerCap,1.2339193750475859
1999,South-Eastern Asia,EFConsPerCap,1.4539401650689596
2000,South-Eastern Asia,BiocapPerCap,1.236343562339411
2000,South-Eastern Asia,EFConsPerCap,1.474699002515414
2001,South-Eastern Asia,BiocapPerCap,1.2359346642022886
2001,South-Eastern Asia,EFConsPerCap,1.4666933350090612
2002,South-Eastern Asia,BiocapPerCap,1.2397108287299354
2002,South-Eastern Asia,EFConsPerCap,1.5096651793726072
2003,South-Eastern Asia,BiocapPerCap,1.2291610246379834
2003,South-Eastern Asia,EFConsPerCap,1.5216434438415545
2004,South-Eastern Asia,BiocapPerCap,1.2522051904169116
2004,South-Eastern Asia,EFConsPerCap,1.6083805988139208
2005,South-Eastern Asia,BiocapPerCap,1.2306974082034503
2005,South-Eastern Asia,EFConsPerCap,1.616079665926594
2006,South-Eastern Asia,BiocapPerCap,1.2323952833923577
2006,South-Eastern Asia,EFConsPerCap,1.6447461480972532
2007,South-Eastern Asia,BiocapPerCap,1.2387422914802384
2007,South-Eastern Asia,EFConsPerCap,1.6750419203079292
2008,South-Eastern Asia,BiocapPerCap,1.2588201464413402
2008,South-Eastern Asia,EFConsPerCap,1.7252448598863641
2009,South-Eastern Asia,BiocapPerCap,1.257414079081676
2009,South-Eastern Asia,EFConsPerCap,1.677850761040398
2010,South-Eastern Asia,BiocapPerCap,1.2465353221285744
2010,South-Eastern Asia,EFConsPerCap,1.7315822725718313
2011,South-Eastern Asia,BiocapPerCap,1.2340858593938675
2011,South-Eastern Asia,EFConsPerCap,1.7422495854675877
2012,South-Eastern Asia,BiocapPerCap,1.230740396330197
2012,South-Eastern Asia,EFConsPerCap,1.7700217187955047
2013,South-Eastern Asia,BiocapPerCap,1.2334372968954976
2013,South-Eastern Asia,EFConsPerCap,1.7736141416256712
2014,South-Eastern Asia,BiocapPerCap,1.221617387385449
2014,South-Eastern Asia,EFConsPerCap,1.832595593091008
2015,South-Eastern Asia,BiocapPerCap,1.219413003288302
2015,South-Eastern Asia,EFConsPerCap,1.8546462355715432
2016,South-Eastern Asia,BiocapPerCap,1.2053908695825888
2016,South-Eastern Asia,EFConsPerCap,1.9181260770928557
1961,Southern Africa,BiocapPerCap,3.7179874529602857
1961,Southern Africa,EFConsPerCap,2.6374591911259113
1962,Southern Africa,BiocapPerCap,3.5918755900877275
1962,Southern Africa,EFConsPerCap,2.6659270365040832
1963,Southern Africa,BiocapPerCap,3.50039205033594
1963,Southern Africa,EFConsPerCap,2.7659819653401696
1964,Southern Africa,BiocapPerCap,3.307663543723033
1964,Southern Africa,EFConsPerCap,2.8784306385078993
1965,Southern Africa,BiocapPerCap,3.178180851113063
1965,Southern Africa,EFConsPerCap,2.9978337670725215
1966,Southern Africa,BiocapPerCap,3.313724784657642
1966,Southern Africa,EFConsPerCap,3.012236795120127
1967,Southern Africa,BiocapPerCap,3.441980648438505
1967,Southern Africa,EFConsPerCap,3.238475136053082
1968,Southern Africa,BiocapPerCap,3.1621374770602406
1968,Southern Africa,EFConsPerCap,2.926539484501001
1969,Southern Africa,BiocapPerCap,3.06926517474096
1969,Southern Africa,EFConsPerCap,3.0997940615067865
1970,Southern Africa,BiocapPerCap,3.0230320310514815
1970,Southern Africa,EFConsPerCap,3.197734025722869
1971,Southern Africa,BiocapPerCap,3.026530783719989
1971,Southern Africa,EFConsPerCap,3.471282098735084
1972,Southern Africa,BiocapPerCap,2.9738243071212387
1972,Southern Africa,EFConsPerCap,3.2794380057097983
1973,Southern Africa,BiocapPerCap,2.7063338807561346
1973,Southern Africa,EFConsPerCap,3.442734014848944
1974,Southern Africa,BiocapPerCap,2.8751000929495896
1974,Southern Africa,EFConsPerCap,3.7517483723977234
1975,Southern Africa,BiocapPerCap,2.691046338236753
1975,Southern Africa,EFConsPerCap,3.7388925210130184
1976,Southern Africa,BiocapPerCap,2.5921639455400944
1976,Southern Africa,EFConsPerCap,3.7589959622877167
1977,Southern Africa,BiocapPerCap,2.591628448138483
1977,Southern Africa,EFConsPerCap,3.735146254993591
1978,Southern Africa,BiocapPerCap,2.551385236185977
1978,Southern Africa,EFConsPerCap,3.4698044505004546
1979,Southern Africa,BiocapPerCap,2.4263683591774248
1979,Southern Africa,EFConsPerCap,3.4415403467653274
1980,Southern Africa,BiocapPerCap,2.42028210960492
1980,Southern Africa,EFConsPerCap,3.524362986791336
1981,Southern Africa,BiocapPerCap,2.458207435417887
1981,Southern Africa,EFConsPerCap,3.564353102623837
1982,Southern Africa,BiocapPerCap,2.249711091484194
1982,Southern Africa,EFConsPerCap,3.376654080747556
1983,Southern Africa,BiocapPerCap,2.0843881400693447
1983,Southern Africa,EFConsPerCap,3.2061468278321033
1984,Southern Africa,BiocapPerCap,2.06252831811465
1984,Southern Africa,EFConsPerCap,3.2555440812078666
1985,Southern Africa,BiocapPerCap,2.0614678954226804
1985,Southern Africa,EFConsPerCap,3.1912332783272386
1986,Southern Africa,BiocapPerCap,2.024902381644988
1986,Southern Africa,EFConsPerCap,3.1134448206072163
1987,Southern Africa,BiocapPerCap,2.0278402979647128
1987,Southern Africa,EFConsPerCap,3.3067743445465347
1988,Southern Africa,BiocapPerCap,2.008075744036644
1988,Southern Africa,EFConsPerCap,3.3485226078469967
1989,Southern Africa,BiocapPerCap,1.9841310669725003
1989,Southern Africa,EFConsPerCap,3.2501187381445766
1990,Southern Africa,BiocapPerCap,1.890555956631016
1990,Southern Africa,EFConsPerCap,3.194275243464281
1991,Southern Africa,BiocapPerCap,1.8309195625474657
1991,Southern Africa,EFConsPerCap,3.095386297020037
1992,Southern Africa,BiocapPerCap,1.653277427298646
1992,Southern Africa,EFConsPerCap,3.0572315600364686
1993,Southern Africa,BiocapPerCap,1.7644438131842175
1993,Southern Africa,EFConsPerCap,3.095202521624881
1994,Southern Africa,BiocapPerCap,1.7621987797978518
1994,Southern Africa,EFConsPerCap,2.9740028282231217
1995,Southern Africa,BiocapPerCap,1.6126519268964392
1995,Southern Africa,EFConsPerCap,3.0048845439748493
1996,Southern Africa,BiocapPerCap,1.699243721161951
1996,Southern Africa,EFConsPerCap,3.1229509495259937
1997,Southern Africa,BiocapPerCap,1.646654426807127
1997,Southern Africa,EFConsPerCap,3.205273941253501
1998,Southern Africa,BiocapPerCap,1.5802487401962382
1998,Southern Africa,EFConsPerCap,3.087883006010532
1999,Southern Africa,BiocapPerCap,1.5864081828466
1999,Southern Africa,EFConsPerCap,2.880164456271717
2000,Southern Africa,BiocapPerCap,1.598462047331526
2000,Southern Africa,EFConsPerCap,2.986922418507618
2001,Southern Africa,BiocapPerCap,1.543578363684446
2001,Southern Africa,EFConsPerCap,3.050889128022284
2002,Southern Africa,BiocapPerCap,1.555344935246509
2002,Southern Africa,EFConsPerCap,3.093409339861915
2003,Southern Africa,BiocapPerCap,1.4869862873043949
2003,Southern Africa,EFConsPerCap,3.172343488330218
2004,Southern Africa,BiocapPerCap,1.4696839836329088
2004,Southern Africa,EFConsPerCap,3.429869891583317
2005,Southern Africa,BiocapPerCap,1.4657893403004911
2005,Southern Africa,EFConsPerCap,3.2362306139366708
2006,Southern Africa,BiocapPerCap,1.3973861756539359
2006,Southern Africa,EFConsPerCap,3.367563636378501
2007,Southern Africa,BiocapPerCap,1.3602472384029614
2007,Southern Africa,EFConsPerCap,3.4667688353180584
2008,Southern Africa,BiocapPerCap,1.4342788823604256
2008,Southern Africa,EFConsPerCap,3.6495389961521583
2009,Southern Africa,BiocapPerCap,1.4163907927925672
2009,Southern Africa,EFConsPerCap,3.4865496983379662
2010,Southern Africa,BiocapPerCap,1.3787757146267399
2010,Southern Africa,EFConsPerCap,3.4313992954914663
2011,Southern Africa,BiocapPerCap,1.3566230899427072
2011,Southern Africa,EFConsPerCap,3.2996447582667163
2012,Southern Africa,BiocapPerCap,1.3456057890595317
2012,Southern Africa,EFConsPerCap,3.4345832648293144
2013,Southern Africa,BiocapPerCap,1.3188613030304108
2013,Southern Africa,EFConsPerCap,3.2258977959526773
2014,Southern Africa,BiocapPerCap,1.335473563937035
2014,Southern Africa,EFConsPerCap,3.34800988881034
2015,Southern Africa,BiocapPerCap,1.2726800349608465
2015,Southern Africa,EFConsPerCap,3.0435571860902204
2016,Southern Africa,BiocapPerCap,1.2310830809053408
2016,Southern Africa,EFConsPerCap,3.0299059789857914
1961,Southern Asia,BiocapPerCap,0.5645331793855405
1961,Southern Asia,EFConsPerCap,0.6537626989887156
1962,Southern Asia,BiocapPerCap,0.5568189634348892
1962,Southern Asia,EFConsPerCap,0.6550490225987537
1963,Southern Asia,BiocapPerCap,0.5436875240129182
1963,Southern Asia,EFConsPerCap,0.6532855700831646
1964,Southern Asia,BiocapPerCap,0.5380072021031735
1964,Southern Asia,EFConsPerCap,0.6471815731078585
1965,Southern Asia,BiocapPerCap,0.5172679883851621
1965,Southern Asia,EFConsPerCap,0.6484330663923612
1966,Southern Asia,BiocapPerCap,0.5063622037218968
1966,Southern Asia,EFConsPerCap,0.6517998102626784
1967,Southern Asia,BiocapPerCap,0.5273383197395792
1967,Southern Asia,EFConsPerCap,0.6742846976959421
1968,Southern Asia,BiocapPerCap,0.5380299914292561
1968,Southern Asia,EFConsPerCap,0.6912508876015786
1969,Southern Asia,BiocapPerCap,0.5406155355325526
1969,Southern Asia,EFConsPerCap,0.6866045065286143
1970,Southern Asia,BiocapPerCap,0.5540527315010482
1970,Southern Asia,EFConsPerCap,0.7039824103495361
1971,Southern Asia,BiocapPerCap,0.5329395373510413
1971,Southern Asia,EFConsPerCap,0.6845047506123456
1972,Southern Asia,BiocapPerCap,0.5104522282589912
1972,Southern Asia,EFConsPerCap,0.6588322688214856
1973,Southern Asia,BiocapPerCap,0.5230910497154823
1973,Southern Asia,EFConsPerCap,0.6812359536668087
1974,Southern Asia,BiocapPerCap,0.4882218228308816
1974,Southern Asia,EFConsPerCap,0.6590749893693225
1975,Southern Asia,BiocapPerCap,0.5108477961860299
1975,Southern Asia,EFConsPerCap,0.7013531249622548
1976,Southern Asia,BiocapPerCap,0.5038424067926943
1976,Southern Asia,EFConsPerCap,0.700789190922655
1977,Southern Asia,BiocapPerCap,0.5068315378664034
1977,Southern Asia,EFConsPerCap,0.6883794399225607
1978,Southern Asia,BiocapPerCap,0.5094493170479909
1978,Southern Asia,EFConsPerCap,0.6885595049174679
1979,Southern Asia,BiocapPerCap,0.4866133443340179
1979,Southern Asia,EFConsPerCap,0.6861194937016271
1980,Southern Asia,BiocapPerCap,0.4735499827079563
1980,Southern Asia,EFConsPerCap,0.6804896626609548
1981,Southern Asia,BiocapPerCap,0.485874145873454
1981,Southern Asia,EFConsPerCap,0.70307604120234
1982,Southern Asia,BiocapPerCap,0.4746343799269931
1982,Southern Asia,EFConsPerCap,0.7023764608548867
1983,Southern Asia,BiocapPerCap,0.4886820787038453
1983,Southern Asia,EFConsPerCap,0.7264170816963522
1984,Southern Asia,BiocapPerCap,0.4863735498934766
1984,Southern Asia,EFConsPerCap,0.741665073033443
1985,Southern Asia,BiocapPerCap,0.4770729287357757
1985,Southern Asia,EFConsPerCap,0.7378492150848135
1986,Southern Asia,BiocapPerCap,0.4737285604685829
1986,Southern Asia,EFConsPerCap,0.7433182987249789
1987,Southern Asia,BiocapPerCap,0.4583571696870449
1987,Southern Asia,EFConsPerCap,0.7420263864111077
1988,Southern Asia,BiocapPerCap,0.4685947626680302
1988,Southern Asia,EFConsPerCap,0.7588132469393947
1989,Southern Asia,BiocapPerCap,0.4916354176726219
1989,Southern Asia,EFConsPerCap,0.7956654051635916
1990,Southern Asia,BiocapPerCap,0.48178981386606
1990,Southern Asia,EFConsPerCap,0.7968278750883566
1991,Southern Asia,BiocapPerCap,0.4767141414294477
1991,Southern Asia,EFConsPerCap,0.8066958081245938
1992,Southern Asia,BiocapPerCap,0.4808137194256829
