Year,Country,Cropland,Grazing,Forest,Fishing,Builtup,Carbon
2012,North America,1.370432677914447,0.2826222717496956,2.3384596464242358,0.6702329862581832,0.07393594738230963,0.0
2013,North America,1.4855757301779795,0.28124260445969834,2.315606285591941,0.6679352655674612,0.080750133449837,0.0
2014,North America,1.4754967118115732,0.2801403485919003,2.2925298302052863,0.6650242588560238,0.08165437091521352,0.0
2015,North America,1.4810282565862933,0.2786738361884735,2.2655862012191337,0.662288611650674,0.08312212984160018,0.0
2016,North America,1.5625607419211296,0.2764605809154904,2.2480696828790623,0.6583635810607787,0.08851075432080076,0.0
1961,Middle Africa,0.3431527317920374,2.842830967322038,10.249088933518966,0.5791054989636167,0.024690715328950973,0.0
1962,Middle Africa,0.34987449154144096,2.7728672273939186,10.0152101060096,0.5648533724790785,0.025437831712460487,0.0
1963,Middle Africa,0.3557069503875492,2.7008530179709918,9.770102274456637,0.5501835503335791,0.025894761542780302,0.0
1964,Middle Africa,0.3476730382438145,2.6329983874051845,9.534461719832752,0.536361064880699,0.025731028115202368,0.0
1965,Middle Africa,0.3367836025582474,2.5622748020494828,9.312789910209156,0.5219541523147757,0.0253381309745109,0.0
1966,Middle Africa,0.3491913769612366,2.50060331911214,9.098559635122422,0.5093912193409942,0.02703640816485106,0.0
1967,Middle Africa,0.3522029058218332,2.4315498756196274,8.871295742818466,0.4956752655651252,0.027767274678478858,0.0
1968,Middle Africa,0.3721627781618981,2.3676454749120635,8.623892876658424,0.4826482529962672,0.029883596147826624,0.0
1969,Middle Africa,0.3702442693991129,2.291850767677372,8.390269058306759,0.4675284390260522,0.030292993452629525,0.0
1970,Middle Africa,0.37547460576732383,2.2384215362582838,8.16789502895703,0.45695288539719797,0.031362343028017416,0.0
1971,Middle Africa,0.3660208759381234,2.179677880652079,7.957059891289258,0.4449609158359589,0.031354406562799066,0.0
1972,Middle Africa,0.35221452987818785,2.1312835497575437,7.753428614336769,0.4353904010263965,0.030800478712017087,0.0
1973,Middle Africa,0.3577828874459257,2.0635736093906107,7.562299336769742,0.4218575923347737,0.03199286515591791,0.0
1974,Middle Africa,0.3417027993465999,2.017790489625901,7.3521294678837235,0.4128299595432285,0.030824348433897263,0.0
1975,Middle Africa,0.32424384553696184,1.9642863825638628,7.156621949000633,0.4022063225317681,0.029899382892402657,0.0
1976,Middle Africa,0.3168998539212564,1.908401133349326,6.958920927401795,0.39104096824184537,0.03025224328600943,0.0
1977,Middle Africa,0.29916304067773153,1.865496598396084,6.764236410435637,0.3822496137425749,0.029130058451233568,0.0
1978,Middle Africa,0.2889183384931965,1.8173191989398836,6.562305085397968,0.3723778228483503,0.028924434758102444,0.0
1979,Middle Africa,0.2818664309477684,1.7692667356675589,6.376895870071706,0.3627894354849782,0.02903231570184492,0.0
1980,Middle Africa,0.2780293103214337,1.7206172421371768,6.164766355317337,0.3528138213287225,0.029531915924093162,0.0
1981,Middle Africa,0.25902417109938075,1.6765071594509415,5.991000986549059,0.3437690166792435,0.028427803339069743,0.0
